,0,1,2,3,4,5
0,2.0,1.3027734161987874,0.05105187149459785,6.430650796966814,0.33941941854610275,-1.2291281216783754
1,0.0,-18.97113458339092,9.3825082653838,-3.404001131143249,-5.692927622558935,-13.756853317122562
2,2.0,-0.4360164958073393,-2.798664781791072,11.133639092474207,3.1550921363492894,0.16819639617576856
3,2.0,-3.8689010054798785,2.7483339243518365,5.727440526670992,1.5427293004713316,-0.7332889234261328
4,5.0,4.010488766776373,-4.074820666481383,1.700642973682208,1.2575064496886492,0.22988786616019588
5,2.0,-10.823345087631024,-3.084690213237273,-4.658811966309571,-4.359471717086594,2.9557290235612923
6,2.0,-9.136475920606618,-1.7815104714340917,-3.14565814939414,-2.9661464924906955,-2.798532536200778
7,6.0,-2.189013422210578,-0.4482254755986768,-4.518226376504757,-7.395156315156946,-6.189988022323078
8,8.0,-16.625994695991036,0.8064616387002889,1.4465433163088004,3.7195920669366007,0.037255691725413896
9,9.0,-6.5265438328321475,12.390558258758034,-6.548397605471406,-4.771694294713804,3.3118547561527567
10,6.0,-1.9535305873105062,3.329126112624765,3.7089771367310043,-9.454312568944337,0.5183826560386402
11,2.0,-1.0253688191793633,4.28979435215381,14.536767039454178,-3.5201127547544293,-3.0710981750827493
12,7.0,6.3993994875370594,1.8933931304135174,-5.830692015327125,0.39001120914735476,-2.117047963931559
13,7.0,4.187139525679872,2.1844899704815686,-7.414008818743956,1.2462508419502527,3.0476957749102387
14,0.0,-12.457978801353068,5.8829319277804855,1.848395475778173,2.0612721927643496,-12.526159620001513
15,9.0,7.384877127676911,-1.9712439361747083,-2.4035834735938844,2.0170339980867262,-1.5604464781516099
16,9.0,3.0449506780097937,7.125040255803533,-3.337209260208325,-0.7609360776204878,7.504343623030883
17,7.0,-1.6885263368383407,18.374681482243524,-9.30558497779447,-0.7281940175011206,-5.737317599300351
18,8.0,-3.36276014465096,-3.7469812387912134,4.81678786854905,7.806234115831077,6.887802927303862
19,0.0,-18.182972467430712,0.12914817910445536,-5.925473907477727,2.9265786178410385,-11.850631998402534
20,8.0,6.710237538472034,2.905664838351764,-1.6591270713347923,2.955889830648071,-0.817710675692688
21,9.0,-2.8920996223086575,13.310377283527359,-2.3194357486814927,-1.857489841339669,2.028739383827304
22,1.0,8.85285485795841,-1.4387908042514785,3.0774645284264794,-1.517206538028031,-4.979428697841523
23,4.0,-8.297423900622833,8.167952702929135,3.0112502074941307,-5.231969064695942,-2.5604661138501736
24,2.0,-0.19538852970909543,0.8495222258460658,4.775420610553292,-0.11412999373831155,0.13531662624947977
25,0.0,-9.501383417467094,-6.262205998655717,-7.922062120190591,1.4408293031144581,4.577331031806397
26,6.0,-11.853602163089937,-3.819852921172339,-3.5173863184754426,-9.117890862295841,5.0055037992718105
27,7.0,7.147481849414876,6.312079968433203,-4.322533918414122,-0.8542060175364778,-3.1319097257380557
28,4.0,6.567645384986846,-1.5094540817276603,0.32283858621381417,-3.2654425535207436,0.7117281125278427
29,8.0,3.284611780666804,-0.4978746206102886,2.921889495092394,7.15316666186129,3.997671179725399
30,6.0,3.3392476750371043,-3.9536915816897418,1.6612514220150643,-8.623457930952531,5.318103052581553
