,0,1,class
0,0.4435326352283654,2.685917303741903,0
1,0.7879397332431428,1.2477543934384443,0
2,5.445228790983607,5.453171397624992,1
3,0.4099691895161719,1.3714805819717355,0
4,0.6757847928268856,2.428956832469159,0
5,0.5780291571061535,1.1870845511810373,0
6,1.0364952583577713,2.3798139056491534,0
7,5.102378454168695,5.269137413905385,1
8,1.4459766092780277,2.483457598008863,0
9,4.975778968758643,6.746787254498685,1
10,0.32693948287161934,1.2813800867465743,0
11,5.5545553726219845,5.76805160933164,1
12,5.433190988369983,5.63771232269877,1
13,1.9002452354429396,2.2023650595007673,0
14,5.194329752908249,5.746655902522025,1
15,1.6736476917830119,1.5428775750405022,0
16,1.248963793721773,1.0671464228376308,0
17,4.25827023695334,6.30562935770003,1
18,0.9493766237127801,1.8702638871619093,0
19,4.846116046646882,6.4539135086235895,1
20,5.371931598872922,6.245516095265557,1
21,4.571536499164689,6.481949051920246,1
22,4.789106287566331,6.918975232205057,1
23,4.694169957931537,6.83244051538898,1
24,0.9769146949630124,1.7567364516552095,0
25,0.3796320349376241,1.9456363589046677,0
26,0.8318688592278075,2.183708791622587,0
27,5.63160920568703,6.640622752380176,1
28,5.124985659572924,5.664209216313739,1
29,1.0717317173441043,1.8024351463025714,0
30,1.1051699024779538,1.2685520019779548,0
31,5.15914570878092,5.741741688835557,1
32,4.845177144639277,6.7949282113393075,1
33,4.540527047828427,6.402678784850922,1
34,5.0597984195044035,5.852753573526775,1
35,5.572977374041575,6.1251103889782135,1
36,0.9772712489884406,1.6708376248495584,0
37,1.28816987154245,2.6706195654543117,0
38,0.874313003155661,3.05348220807468,0
39,1.1407510924659205,2.797077187471585,0
40,1.491840075876742,1.0671803854417021,0
41,4.116292137946781,5.427243077082914,1
42,5.057042795375218,6.72100831679987,1
43,1.107193765687767,2.000933217393176,0
44,1.16619027160807,1.2180180198112467,0
45,0.5980740153837967,1.3834201665747572,0
46,4.647068610563718,5.296524913742177,1
47,4.922812189807211,5.237481416988911,1
48,5.435027396178994,6.193250394443479,1
49,0.8851773458723132,2.492241240755902,0
50,5.344988710105523,4.824358667810682,1
51,5.254201029236685,6.394357442929961,1
52,4.510187248317504,5.232065572534131,1
53,5.235944233825066,6.4880416087765145,1
54,5.105788720752555,6.314162408266683,1
55,5.139803661283131,5.716821607241359,1
56,1.2491955574629385,1.708096402892346,0
57,4.782958628668606,6.483508396793055,1
58,0.30794365992422357,1.1524970044875613,0
59,4.796890382661167,5.567206732436922,1
60,4.817871117754384,6.940485279909633,1
61,4.438264527407183,5.985588452964664,1
62,4.492919009119731,6.353850736023924,1
63,1.9795755530835115,2.2187358549458285,0
64,5.78857539344359,5.871061325146999,1
65,5.368136987823205,6.159870118892852,1
66,0.5630102614642094,2.6072367330956103,0
67,1.3500331939847958,2.418255853899033,0
68,1.0583255320964624,1.0392798505451109,0
69,0.8649239977181609,2.2081759814868724,0
70,4.911556417141646,6.360509992505193,1
71,4.282902637492777,6.313739896995179,1
72,1.5435755703942198,1.675035922440585,0
73,4.67143718714111,5.763429270379438,1
74,1.1816709144973179,2.572283920063785,0
75,5.370243339727124,5.799425043084084,1
76,5.15943609841855,6.175247483182564,1
77,4.848033331405883,5.864921889482492,1
78,4.9341325094537245,5.427266378198913,1
79,5.203945333864077,5.468899160526356,1
80,5.134732047936099,4.940728262159388,1
81,4.2885656720828225,6.3719938453167435,1
82,5.928660583584081,6.072928112665475,1
83,1.0812185796167277,1.776365065827067,0
84,1.4295035620940206,2.1937698318681305,0
85,0.8272022398841776,2.2212798862307936,0
86,3.959360009337149,5.911901250122984,1
87,0.9670095066270872,2.0229892367273545,0
88,4.176504566946548,6.287339754583777,1
89,1.1145365488234615,2.587130909177456,0
90,1.0005660881763445,1.4016759286568004,0
91,5.336564791674145,6.085309114854107,1
92,2.0060443321163977,1.274933839264191,0
93,3.081548931409829,6.132764815889713,1
94,1.3019473456964572,2.12607313694825,0
95,1.1254860955720107,1.9247988960656923,0
96,6.268022458661268,6.0839146363142556,1
97,5.764474862781972,5.944048881620057,1
98,5.223527753251614,5.80831413232592,1
99,4.824442877188014,5.552843763500537,1
100,1.0469917993807658,1.9177730497597525,0
101,1.2024336119168728,1.4125989590346983,0
102,0.9972285350565768,2.697487130014473,0
103,4.704002959992006,5.358812192091194,1
104,5.224719261729819,6.030148055002044,1
105,5.675139518207259,6.817956350912494,1
106,0.8148437069298422,2.1597624753408975,0
107,4.965111851585811,6.12695372698105,1
108,0.8846110405299024,3.405847146467911,0
109,1.014001233366776,1.688161743480252,0
110,1.4698064118227834,2.3394968271864944,0
111,1.3826094500984434,2.2239163628357352,0
112,1.8516986549137697,1.542217863067624,0
113,5.542525072378865,6.3117929074262715,1
114,4.806026642147742,6.048784927529005,1
115,0.8040174927998271,2.2701925206098856,0
116,5.186277546568103,5.811793597746338,1
117,4.684822725569428,6.559695716512136,1
118,4.718300145738123,5.843017710840113,1
119,1.0969940050552356,2.8426211298998014,0
120,1.1105200154743824,1.6088815204937728,0
121,0.962105538374938,2.1148998433186703,0
122,1.7667107079215971,1.5077345943423108,0
123,3.989348091342322,5.412863411087035,1
124,1.7256878440634793,1.199985425233126,0
125,1.6062186695669562,1.6127369234056836,0
126,4.7244786199437785,5.429727265461009,1
127,1.658736808908135,1.2921426020679114,0
128,1.04168868318164,1.5261519169132363,0
129,5.221064115575573,6.325966185349299,1
130,5.235517921445634,6.407019958749326,1
131,5.512373956534475,5.702059630043454,1
132,0.7012546926609984,1.5312216394549178,0
133,1.6632478629553564,1.8363764993979095,0
134,4.915179587915868,6.46298425921171,1
135,0.6855747954619523,2.505072604838409,0
136,4.498189043645483,5.922179902399549,1
137,1.0410096511142963,2.994047209502568,0
138,1.8461865495936416,2.0125598791726116,0
139,0.8521224262247888,2.6680488628856462,0
140,1.6478055562287093,2.449868348448442,0
141,5.47718616696709,5.75716408214947,1
142,4.43023187373759,6.359872287984924,1
143,4.648268283813591,6.1826619607631965,1
144,4.480156737729217,6.969822922595123,1
145,5.184022923175481,5.7965681471389106,1
146,0.7388424264875655,2.3522232886340655,0
147,5.44884810929863,6.859298004966848,1
148,4.696938472610879,6.152101963723308,1
149,4.9132730593449025,5.829007145512731,1
150,0.9686759337665288,2.1374281948581455,0
151,1.212512945899566,2.6444547059811834,0
152,0.7788875039487967,2.7451642989843985,0
153,5.307566299734525,5.833269027396409,1
154,5.484810968414193,6.294830964140752,1
155,5.319053278827435,6.126542879596304,1
156,0.8756728144188055,1.5119322937531907,0
157,1.0550127890848502,2.2758448821698654,0
158,5.724274873854007,6.2778638297091085,1
159,4.7424197267480075,5.962875554193294,1
160,5.171553030338477,5.663772849171772,1
161,5.647376089817372,6.340635763892371,1
162,0.6033714196843682,1.3029808177420112,0
163,4.812938714874469,6.208005172248618,1
164,1.0336341473504764,2.2912371690336975,0
165,1.1371599251371205,1.8001785536295674,0
166,4.890220402467592,6.491804886252268,1
167,1.5967769480885539,1.6343605385603577,0
168,5.473537864301853,5.275091073657063,1
169,1.1163806332965331,2.625646396784917,0
170,4.790048670782698,5.843553327641553,1
171,1.523750144750232,3.1944185642807073,0
172,5.2514766017192445,6.687961191589732,1
173,5.073114067887319,6.198461459425036,1
174,1.7657574483496468,1.5562448929292518,0
175,0.9254916788798444,1.5370186458928328,0
176,0.43731916774576307,1.8454299154468783,0
177,-0.030104793897403725,2.285179274311539,0
178,5.136347846065234,6.427056180979435,1
179,3.940428854215692,5.47555701274604,1
180,4.777460510060239,5.404040254950765,1
181,1.8730438414944817,2.5891542390745985,0
182,4.969992861682539,6.298364046445714,1
183,1.5038629408967916,2.440127193029871,0
184,4.954992099115064,5.009670912097801,1
185,0.7612325872637434,1.3897522207212871,0
186,4.874048244295659,6.074734011453914,1
187,3.4453178308729413,6.399749311934279,1
188,4.329593965689216,5.162564291164044,1
189,5.168824611547723,5.888160506561722,1
190,1.1454941146748925,2.2186661052095435,0
191,5.69405967072545,7.027300868619219,1
192,0.4062413651639346,2.0100115937792022,0
193,1.8980473024600029,1.5581096906691616,0
194,5.557940958321931,5.473684362748645,1
195,4.563895050217233,7.029412864141161,1
